Name,AvgCountLine,AvgCountLineBlank,AvgCountLineCode,AvgCountLineComment,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountPath,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxInheritanceTree,MaxNesting,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,Bugs
HiveConfFactory.java,9.0,0.0,8.0,0.0,2.0,2.0,2.0,1.0,7.0,7.0,0.0,1.0,5.0,2.0,5.0,5.0,0.0,0.0,5.0,5.0,0.0,2.0,0.0,3.0,28.0,80.0,10.0,51.0,15.0,28.0,19.0,18.0,13.0,25.0,37.0,15.0,24.0,2.0,4.0,4.0,4.0,1.0,2.0,0.0,0.0,0.37,11.0,11.0,11.0,0.0
HiveConfUtil.java,10.0,0.0,3.0,7.0,2.0,2.0,2.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,38.0,3.0,8.0,5.0,1.0,27.0,3.0,1.0,3.0,5.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,3.38,2.0,2.0,2.0,1.0
HiveContextAwareRecordReader.java,17.0,1.0,14.0,2.0,3.0,3.0,4.0,2.0,40.0,40.0,4.0,1.0,0.0,1.0,19.0,20.0,20.0,16.0,20.0,20.0,0.0,5.0,1.0,14.0,96.0,425.0,48.0,306.0,87.0,190.0,72.0,122.0,2036.0,162.0,222.0,79.0,154.0,1.0,23.0,21.0,27.0,1.0,5.0,86.0,74.0,0.24,63.0,61.0,71.0,0.0
HiveCost.java,5.0,0.0,5.0,0.0,1.0,1.0,2.0,9.0,24.0,24.0,6.0,6.0,0.0,5.0,24.0,24.0,24.0,3.0,24.0,85.0,1.0,1.0,0.0,22.0,73.0,210.0,33.0,146.0,41.0,78.0,31.0,72.0,77.0,53.0,87.0,40.0,52.0,1.0,5.0,5.0,14.0,2.0,1.0,0.0,0.0,0.21,32.0,32.0,53.0,0.0
HiveCostModel.java,18.0,3.0,15.0,1.0,4.0,4.0,5.0,1.0,9.0,9.0,2.0,2.0,0.0,1.0,2.0,14.0,14.0,1.0,14.0,5.0,0.0,0.0,0.0,14.0,16.0,102.0,19.0,59.0,33.0,20.0,24.0,22.0,36.0,39.0,50.0,34.0,18.0,0.0,7.0,7.0,8.0,1.0,2.0,0.0,0.0,0.41,8.0,8.0,9.0,1.0
HiveDataSource.java,5.0,0.0,4.0,1.0,1.0,1.0,1.0,2.0,10.0,10.0,0.0,1.0,0.0,0.0,10.0,10.0,10.0,0.0,10.0,10.0,0.0,0.0,0.0,10.0,2.0,146.0,23.0,51.0,27.0,12.0,72.0,9.0,10.0,17.0,29.0,18.0,11.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,1.41,11.0,11.0,11.0,0.0
HiveDecimal.java,6.0,0.0,5.0,1.0,2.0,2.0,2.0,28.0,166.0,166.0,2.0,1.0,11.0,12.0,39.0,39.0,28.0,1.0,39.0,334.0,0.0,4.0,0.0,35.0,1248.0,332.0,61.0,211.0,73.0,106.0,60.0,671.0,525.0,90.0,146.0,69.0,89.0,1.0,5.0,5.0,7.0,4.0,2.0,0.0,0.0,0.28,61.0,61.0,65.0,1.0
HiveDecimalObjectInspector.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,25.0,25.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,126.0,2.0,0.0,0.0,0.0,87.0,33.0,5.0,8.0,7.0,0.0,20.0,71.0,36.0,6.0,7.0,7.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0
HiveDecimalUtils.java,14.0,0.0,12.0,1.0,4.0,2.0,4.0,1.0,8.0,8.0,0.0,1.0,7.0,0.0,7.0,7.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,7.0,53.0,128.0,13.0,90.0,24.0,63.0,25.0,25.0,28.0,39.0,54.0,22.0,43.0,3.0,9.0,4.0,9.0,1.0,1.0,0.0,0.0,0.28,29.0,15.0,31.0,0.0
HiveDecimalWritable.java,5.0,0.0,4.0,1.0,1.0,1.0,1.0,3.0,22.0,22.0,0.0,1.0,1.0,0.0,21.0,21.0,20.0,2.0,21.0,26.0,0.0,0.0,0.0,21.0,290.0,170.0,28.0,105.0,44.0,39.0,37.0,82.0,28.0,41.0,67.0,35.0,34.0,1.0,3.0,3.0,4.0,1.0,1.0,85.5,55.0,0.35,26.0,26.0,27.0,0.0
HiveDefaultCostModel.java,4.0,0.0,4.0,0.0,1.0,1.0,1.0,3.0,18.0,18.0,0.0,2.0,1.0,3.0,14.0,14.0,13.0,0.0,14.0,19.0,0.0,1.0,0.0,13.0,8.0,123.0,23.0,76.0,43.0,20.0,24.0,22.0,14.0,30.0,47.0,31.0,19.0,1.0,2.0,2.0,2.0,2.0,1.0,40.0,40.0,0.32,15.0,15.0,15.0,0.0
HiveDefaultRelMetadataProvider.java,18.0,2.0,15.0,2.0,2.0,2.0,2.0,1.0,21.0,21.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,15.0,83.0,11.0,52.0,27.0,23.0,20.0,12.0,2.0,27.0,31.0,26.0,6.0,2.0,2.0,2.0,3.0,1.0,1.0,0.0,0.0,0.38,3.0,3.0,4.0,0.0
HiveDelegationTokenSupport.java,7.0,0.0,7.0,0.0,1.0,1.0,1.0,1.0,9.0,9.0,0.0,1.0,3.0,0.0,4.0,4.0,1.0,0.0,4.0,4.0,0.0,1.0,0.0,3.0,16.0,68.0,8.0,39.0,21.0,18.0,21.0,11.0,4.0,24.0,30.0,18.0,17.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.54,5.0,5.0,5.0,0.0
HiveDelegator.java,33.0,3.0,28.0,2.0,5.0,5.0,5.0,1.0,23.0,23.0,0.0,1.0,0.0,0.0,4.0,4.0,4.0,0.0,4.0,17.0,0.0,2.0,0.0,2.0,44.0,175.0,20.0,126.0,44.0,72.0,29.0,37.0,131.0,66.0,89.0,34.0,65.0,8.0,9.0,9.0,11.0,3.0,3.0,0.0,0.0,0.23,19.0,19.0,21.0,0.0
HiveDriver.java,17.0,1.0,10.0,6.0,2.0,2.0,3.0,4.0,24.0,24.0,0.0,1.0,4.0,5.0,13.0,13.0,9.0,0.0,13.0,18.0,3.0,2.0,0.0,8.0,63.0,305.0,37.0,161.0,69.0,95.0,109.0,78.0,432.0,81.0,110.0,53.0,72.0,1.0,7.0,7.0,9.0,1.0,2.0,62.5,47.0,0.68,29.0,29.0,36.0,1.0
HiveDriverRunHook.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,5.0,0.0,0.0,0.0,2.0,7.0,46.0,4.0,8.0,7.0,0.0,34.0,5.0,4.0,4.0,5.0,5.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,40.0,40.0,4.25,0.0,0.0,0.0,0.0
HiveDriverRunHookContext.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,5.0,0.0,0.0,0.0,2.0,5.0,30.0,3.0,6.0,5.0,0.0,21.0,5.0,4.0,4.0,5.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,40.0,40.0,3.5,0.0,0.0,0.0,0.0
HiveDriverRunHookContextImpl.java,4.0,0.0,4.0,0.0,1.0,1.0,1.0,2.0,3.0,3.0,0.0,1.0,0.0,0.0,5.0,5.0,5.0,2.0,5.0,5.0,0.0,0.0,0.0,5.0,4.0,52.0,9.0,26.0,14.0,6.0,17.0,4.0,4.0,10.0,16.0,10.0,6.0,1.0,1.0,1.0,1.0,1.0,0.0,40.0,40.0,0.65,5.0,5.0,5.0,0.0
HiveEndPoint.java,17.0,0.0,13.0,3.0,3.0,3.0,3.0,14.0,133.0,133.0,0.0,12.0,10.0,1.0,54.0,54.0,44.0,20.0,54.0,54.0,1.0,23.0,0.0,30.0,283.0,998.0,76.0,729.0,185.0,434.0,203.0,220.0,187.0,295.0,430.0,140.0,310.0,2.0,10.0,10.0,11.0,2.0,3.0,0.0,0.0,0.28,150.0,150.0,162.0,1.0
HiveEventCounter.java,6.0,0.0,6.0,0.0,2.0,2.0,2.0,2.0,19.0,19.0,0.0,2.0,5.0,8.0,11.0,11.0,6.0,1.0,11.0,11.0,0.0,2.0,1.0,8.0,48.0,135.0,18.0,96.0,56.0,36.0,21.0,38.0,18.0,49.0,68.0,44.0,31.0,1.0,5.0,5.0,5.0,2.0,1.0,33.5,33.5,0.22,17.0,17.0,17.0,0.0
HiveException.java,4.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,8.0,1.0,0.0,0.0,8.0,8.0,8.0,1.0,8.0,8.0,0.0,0.0,0.0,8.0,20.0,72.0,10.0,30.0,12.0,10.0,32.0,15.0,4.0,12.0,21.0,12.0,9.0,1.0,1.0,1.0,1.0,2.0,0.0,75.0,50.0,1.07,8.0,8.0,8.0,0.0
HiveExpandDistinctAggregatesRule.java,38.0,1.0,23.0,14.0,4.0,4.0,4.0,1.0,27.0,27.0,0.0,1.0,2.0,2.0,5.0,5.0,3.0,0.0,5.0,5.0,0.0,3.0,0.0,2.0,14.0,277.0,23.0,145.0,72.0,72.0,109.0,54.0,47.0,75.0,103.0,62.0,61.0,4.5,10.0,10.0,11.0,2.0,5.0,60.0,20.0,0.75,21.0,21.0,22.0,1.0
HiveFatalException.java,3.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,4.0,4.0,4.0,0.0,4.0,12.0,0.0,0.0,0.0,4.0,0.0,38.0,7.0,14.0,6.0,3.0,17.0,0.0,0.0,4.0,9.0,6.0,3.0,0.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,1.21,4.0,4.0,4.0,0.0
HiveFileFormatUtils.java,12.0,1.0,11.0,2.0,2.0,2.0,3.0,5.0,86.0,86.0,0.0,4.0,22.0,4.0,35.0,35.0,13.0,3.0,35.0,36.0,0.0,11.0,0.0,24.0,147.0,576.0,59.0,438.0,193.0,216.0,84.0,149.0,114.0,185.0,272.0,141.0,168.0,1.5,7.0,7.0,10.0,2.0,3.0,0.0,0.0,0.19,80.0,80.0,90.0,1.0
HiveFileProcessor.java,17.0,0.0,13.0,4.0,3.0,3.0,3.0,2.0,6.0,6.0,1.0,1.0,0.0,0.0,3.0,5.0,5.0,0.0,5.0,5.0,0.0,0.0,4.0,1.0,8.0,103.0,10.0,50.0,17.0,26.0,43.0,19.0,13.0,25.0,37.0,17.0,21.0,0.5,5.0,5.0,5.0,1.0,2.0,0.0,0.0,0.86,9.0,9.0,9.0,0.0
HiveFilter.java,4.0,0.0,4.0,0.0,1.0,1.0,1.0,12.0,92.0,92.0,2.0,1.0,0.0,0.0,4.0,4.0,4.0,0.0,4.0,32.0,0.0,0.0,0.0,4.0,43.0,51.0,7.0,27.0,18.0,4.0,17.0,93.0,44.0,14.0,19.0,15.0,4.0,2.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.63,4.0,4.0,4.0,1.0
HiveFilterAggregateTransposeRule.java,7.0,1.0,7.0,0.0,2.0,2.0,2.0,1.0,7.0,7.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,1.0,45.0,5.0,23.0,15.0,6.0,17.0,5.0,2.0,13.0,17.0,13.0,6.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.74,3.0,3.0,3.0,0.0
HiveFilterJoinRule.java,12.0,1.0,10.0,1.0,2.0,2.0,3.0,3.0,31.0,31.0,2.0,3.0,0.0,2.0,9.0,9.0,9.0,0.0,9.0,15.0,0.0,1.0,2.0,6.0,18.0,180.0,26.0,118.0,58.0,57.0,36.0,32.0,24.0,57.0,84.0,51.0,47.0,2.0,10.0,10.0,13.0,3.0,6.0,0.0,0.0,0.31,22.0,22.0,26.0,1.0
HiveFilterProjectTSTransposeRule.java,22.0,3.0,12.0,6.0,3.0,3.0,3.0,1.0,15.0,15.0,0.0,1.0,0.0,0.0,3.0,3.0,3.0,2.0,3.0,3.0,0.0,0.0,0.0,3.0,4.0,113.0,16.0,58.0,35.0,24.0,39.0,23.0,6.0,35.0,43.0,30.0,20.0,4.0,6.0,6.0,6.0,2.0,1.0,33.0,33.0,0.67,9.0,9.0,9.0,0.0
HiveFilterProjectTransposeRule.java,8.0,1.0,8.0,0.0,2.0,2.0,2.0,1.0,10.0,10.0,0.0,1.0,0.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,61.0,9.0,35.0,24.0,11.0,17.0,5.0,2.0,20.0,24.0,19.0,9.0,2.0,2.0,2.0,3.0,2.0,1.0,0.0,0.0,0.49,3.0,3.0,4.0,1.0
HiveFilterSetOpTransposeRule.java,8.0,1.0,6.0,2.0,2.0,2.0,2.0,1.0,7.0,7.0,0.0,1.0,0.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,51.0,7.0,24.0,16.0,7.0,20.0,5.0,2.0,14.0,18.0,14.0,7.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.83,3.0,3.0,3.0,1.0
HiveFilterSortTransposeRule.java,10.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,0.0,1.0,0.0,1.0,3.0,3.0,3.0,0.0,3.0,3.0,0.0,1.0,0.0,2.0,5.0,71.0,14.0,34.0,21.0,16.0,23.0,10.0,3.0,18.0,23.0,18.0,11.0,1.5,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.68,4.0,4.0,4.0,0.0
HiveGroupConverter.java,8.0,1.0,7.0,0.0,2.0,2.0,2.0,2.0,12.0,12.0,5.0,1.0,3.0,0.0,5.0,6.0,3.0,1.0,6.0,6.0,0.0,0.0,3.0,3.0,31.0,79.0,16.0,50.0,22.0,18.0,13.0,14.0,11.0,25.0,37.0,20.0,18.0,1.5,4.0,4.0,5.0,2.0,1.0,60.0,60.0,0.26,11.0,11.0,12.0,0.0
HiveGroupingID.java,8.0,0.0,8.0,0.0,1.0,1.0,1.0,1.0,6.0,6.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,42.0,5.0,20.0,12.0,7.0,17.0,0.0,0.0,10.0,12.0,11.0,2.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.85,1.0,1.0,1.0,0.0
HiveHBaseInputFormatUtil.java,33.0,4.0,26.0,4.0,7.0,6.0,7.0,1.0,22.0,22.0,0.0,1.0,4.0,0.0,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,4.0,26.0,178.0,22.0,122.0,44.0,72.0,34.0,33.0,1802.0,63.0,92.0,45.0,62.0,4.5,16.0,16.0,18.0,1.0,4.0,0.0,0.0,0.28,26.0,25.0,28.0,0.0
HiveHBaseTableInputFormat.java,28.0,3.0,21.0,3.0,4.0,3.0,4.0,3.0,73.0,73.0,0.0,2.0,1.0,2.0,17.0,17.0,16.0,0.0,17.0,17.0,1.0,7.0,1.0,8.0,75.0,523.0,69.0,383.0,144.0,244.0,72.0,113.0,207.0,204.0,267.0,135.0,176.0,2.0,10.0,10.0,11.0,2.0,4.0,0.0,0.0,0.19,64.0,57.0,68.0,1.0
HiveHBaseTableOutputFormat.java,12.0,1.0,10.0,2.0,2.0,2.0,2.0,4.0,35.0,35.0,0.0,2.0,0.0,2.0,7.0,7.0,7.0,2.0,7.0,7.0,0.0,0.0,1.0,6.0,15.0,158.0,20.0,104.0,61.0,38.0,34.0,23.0,14.0,55.0,70.0,45.0,32.0,1.0,5.0,5.0,5.0,2.0,1.0,12.5,12.5,0.33,13.0,13.0,13.0,0.0
HiveHBaseTableSnapshotInputFormat.java,9.0,1.0,8.0,0.0,1.0,1.0,1.0,3.0,19.0,19.0,0.0,2.0,2.0,0.0,10.0,10.0,8.0,1.0,10.0,10.0,1.0,1.0,0.0,8.0,22.0,114.0,18.0,75.0,35.0,34.0,21.0,29.0,11.0,40.0,52.0,37.0,21.0,1.0,2.0,2.0,2.0,2.0,1.0,25.0,25.0,0.28,11.0,11.0,11.0,0.0
HiveHFileOutputFormat.java,32.0,1.0,28.0,3.0,3.0,3.0,3.0,3.0,49.0,49.0,0.0,2.0,1.0,2.0,9.0,9.0,8.0,0.0,9.0,9.0,0.0,3.0,0.0,6.0,31.0,262.0,22.0,196.0,88.0,108.0,44.0,53.0,48.0,101.0,134.0,78.0,81.0,3.0,8.0,8.0,9.0,2.0,3.0,0.0,0.0,0.22,30.0,30.0,31.0,0.0
HiveHarFileSystem.java,15.0,1.0,11.0,4.0,3.0,3.0,3.0,1.0,6.0,6.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,66.0,7.0,31.0,18.0,13.0,28.0,11.0,4.0,17.0,23.0,15.0,10.0,2.5,4.0,4.0,4.0,2.0,1.0,0.0,0.0,0.9,5.0,5.0,5.0,0.0
HiveHepPlannerContext.java,5.0,0.0,5.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,37.0,5.0,15.0,7.0,4.0,17.0,3.0,2.0,7.0,11.0,7.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,1.13,3.0,3.0,3.0,0.0
HiveHistory.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,101.0,101.0,3.0,8.0,0.0,0.0,4.0,14.0,18.0,28.0,18.0,33.0,1.0,0.0,0.0,17.0,182.0,215.0,33.0,68.0,65.0,3.0,114.0,168.0,191.0,31.0,34.0,34.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.68,0.0,0.0,0.0,0.0
HiveHistoryImpl.java,15.0,2.0,12.0,1.0,3.0,3.0,3.0,3.0,35.0,35.0,0.0,2.0,0.0,6.0,18.0,18.0,18.0,6.0,18.0,18.0,2.0,0.0,1.0,15.0,85.0,367.0,62.0,260.0,100.0,154.0,47.0,65.0,68.0,139.0,190.0,87.0,137.0,2.0,10.0,10.0,11.0,2.0,5.0,41.5,38.0,0.18,47.0,47.0,49.0,0.0
HiveHistoryProxyHandler.java,5.0,0.0,5.0,1.0,1.0,1.0,1.0,2.0,5.0,5.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,3.0,44.0,7.0,15.0,8.0,4.0,22.0,4.0,2.0,6.0,9.0,7.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.47,2.0,2.0,2.0,0.0
HiveHistoryUtil.java,30.0,3.0,19.0,9.0,4.0,4.0,4.0,1.0,12.0,12.0,0.0,1.0,2.0,3.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,7.0,99.0,11.0,54.0,29.0,31.0,35.0,17.0,9.0,33.0,42.0,28.0,25.0,3.5,5.0,5.0,5.0,1.0,3.0,0.0,0.0,0.65,7.0,7.0,7.0,0.0
HiveHistoryViewer.java,12.0,2.0,9.0,2.0,2.0,2.0,3.0,2.0,11.0,11.0,0.0,1.0,0.0,1.0,6.0,6.0,6.0,4.0,6.0,6.0,1.0,0.0,0.0,5.0,24.0,129.0,23.0,73.0,29.0,40.0,33.0,14.0,11.0,43.0,56.0,29.0,33.0,1.0,6.0,6.0,9.0,1.0,2.0,67.0,67.0,0.45,12.0,12.0,15.0,0.0
HiveIOExceptionHandler.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,18.0,18.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,8.0,0.0,0.0,0.0,2.0,29.0,52.0,7.0,10.0,9.0,0.0,35.0,30.0,22.0,6.0,7.0,7.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,58.5,20.0,3.5,0.0,0.0,0.0,0.0
HiveIOExceptionHandlerChain.java,15.0,1.0,11.0,3.0,3.0,3.0,4.0,1.0,12.0,12.0,0.0,1.0,1.0,1.0,5.0,5.0,4.0,1.0,5.0,5.0,0.0,0.0,2.0,3.0,13.0,124.0,15.0,68.0,28.0,32.0,41.0,19.0,16.0,29.0,49.0,27.0,29.0,4.0,6.0,6.0,8.0,1.0,5.0,50.0,40.0,0.6,16.0,16.0,20.0,0.0
HiveIOExceptionHandlerUtil.java,16.0,0.0,9.0,7.0,2.0,2.0,2.0,1.0,6.0,6.0,0.0,1.0,3.0,1.0,3.0,3.0,0.0,0.0,3.0,3.0,0.0,1.0,0.0,2.0,14.0,82.0,8.0,35.0,18.0,17.0,39.0,10.0,6.0,16.0,23.0,13.0,15.0,2.0,2.0,2.0,2.0,1.0,1.0,67.0,0.0,1.11,6.0,6.0,6.0,0.0
HiveIOExceptionNextHandleResult.java,3.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,5.0,5.0,2.0,5.0,5.0,0.0,0.0,0.0,5.0,6.0,55.0,10.0,21.0,9.0,6.0,24.0,6.0,5.0,9.0,15.0,9.0,6.0,1.0,1.0,1.0,1.0,1.0,0.0,40.0,40.0,1.14,5.0,5.0,5.0,0.0
HiveIgnoreKeyTextOutputFormat.java,13.0,0.0,10.0,3.0,1.0,1.0,1.0,6.0,25.0,25.0,2.0,3.0,0.0,0.0,7.0,7.0,7.0,1.0,7.0,7.0,0.0,0.0,0.0,7.0,17.0,133.0,15.0,77.0,44.0,31.0,41.0,18.0,8.0,37.0,48.0,34.0,17.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.53,9.0,9.0,9.0,0.0
HiveIn.java,10.0,0.0,10.0,0.0,1.0,1.0,1.0,63.0,465.0,465.0,9.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,534.0,0.0,1.0,0.0,0.0,1169.0,41.0,5.0,19.0,9.0,9.0,17.0,1143.0,2709.0,7.0,9.0,8.0,2.0,1.0,1.0,1.0,1.0,4.0,0.0,25.0,6.0,0.89,1.0,1.0,1.0,0.0
HiveIndex.java,4.0,0.0,4.0,0.0,1.0,1.0,1.0,5.0,67.0,67.0,1.0,2.0,2.0,2.0,7.0,5.0,5.0,5.0,7.0,45.0,0.0,1.0,0.0,6.0,86.0,76.0,13.0,43.0,20.0,16.0,20.0,103.0,297.0,18.0,30.0,18.0,15.0,1.0,3.0,3.0,3.0,2.0,2.0,50.0,50.0,0.47,9.0,9.0,9.0,1.0
HiveIndexHandler.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,6.0,138.0,8.0,31.0,30.0,0.0,99.0,3.0,0.0,18.0,19.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.19,0.0,0.0,0.0,0.0
HiveIndexQueryContext.java,3.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,6.0,6.0,0.0,1.0,0.0,0.0,13.0,13.0,13.0,6.0,13.0,13.0,0.0,0.0,0.0,13.0,32.0,101.0,13.0,62.0,29.0,18.0,32.0,13.0,13.0,32.0,47.0,29.0,18.0,1.0,2.0,2.0,2.0,1.0,1.0,79.0,79.0,0.52,14.0,14.0,14.0,0.0
HiveIndexResult.java,17.0,1.0,16.0,0.0,4.0,4.0,4.0,2.0,29.0,29.0,0.0,2.0,0.0,1.0,8.0,8.0,8.0,6.0,8.0,8.0,0.0,1.0,0.0,7.0,17.0,208.0,23.0,162.0,70.0,93.0,23.0,25.0,85.0,90.0,125.0,70.0,78.0,1.5,9.0,9.0,10.0,1.0,5.0,50.0,46.0,0.14,29.0,29.0,31.0,0.0
HiveIndexedInputFormat.java,27.0,2.0,23.0,1.0,4.0,4.0,5.0,1.0,28.0,28.0,1.0,1.0,1.0,1.0,5.0,5.0,4.0,1.0,5.0,22.0,0.0,0.0,0.0,5.0,20.0,196.0,20.0,149.0,60.0,89.0,27.0,51.0,191.0,86.0,112.0,61.0,69.0,4.0,14.0,14.0,16.0,2.0,5.0,40.0,40.0,0.18,22.0,22.0,24.0,0.0
HiveInputFormat.java,17.0,1.0,14.0,1.0,3.0,3.0,4.0,14.0,169.0,169.0,6.0,2.0,8.0,3.0,30.0,30.0,22.0,6.0,30.0,109.0,1.0,3.0,4.0,22.0,302.0,646.0,78.0,496.0,177.0,293.0,73.0,409.0,1803.0,248.0,342.0,153.0,234.0,1.0,13.0,13.0,18.0,3.0,4.0,23.5,11.0,0.15,93.0,93.0,105.0,1.0
HiveInterruptCallback.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,26.0,2.0,4.0,3.0,0.0,20.0,0.0,0.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
HiveInterruptUtils.java,9.0,0.0,8.0,2.0,2.0,2.0,2.0,1.0,5.0,5.0,0.0,1.0,4.0,1.0,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,4.0,11.0,70.0,8.0,36.0,10.0,17.0,26.0,8.0,7.0,13.0,25.0,11.0,15.0,1.5,3.0,3.0,3.0,1.0,2.0,25.0,25.0,0.72,7.0,7.0,7.0,0.0
HiveIntervalDayTime.java,7.0,0.0,7.0,1.0,2.0,2.0,2.0,19.0,90.0,90.0,1.0,2.0,1.0,2.0,23.0,23.0,22.0,2.0,23.0,165.0,0.0,0.0,2.0,21.0,377.0,234.0,33.0,165.0,60.0,92.0,36.0,266.0,150.0,76.0,112.0,52.0,70.0,1.0,7.0,7.0,8.0,4.0,4.0,12.5,3.0,0.22,37.0,37.0,41.0,0.0
HiveIntervalDayTimeObjectInspector.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,15.0,15.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,83.0,2.0,0.0,0.0,0.0,35.0,32.0,4.0,8.0,7.0,0.0,20.0,31.0,16.0,6.0,7.0,7.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0
HiveIntervalDayTimeWritable.java,4.0,0.0,4.0,0.0,1.0,1.0,1.0,3.0,27.0,27.0,0.0,1.0,0.0,1.0,16.0,16.0,16.0,1.0,16.0,20.0,0.0,0.0,0.0,16.0,100.0,123.0,22.0,82.0,39.0,26.0,19.0,61.0,22.0,37.0,56.0,32.0,26.0,1.0,3.0,3.0,3.0,1.0,1.0,62.5,53.0,0.23,18.0,18.0,18.0,0.0
