Name,AvgCountLine,AvgCountLineBlank,AvgCountLineComment,AvgCyclomatic,AvgEssential,CountClassBase,CountClassCoupled,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclMethodDefault,MaxCyclomatic,MaxInheritanceTree,PercentLackOfCohesion,RatioCommentToCode,CountInputMin,CountInputMean,CountInputMax,CountOutputMin,CountOutputMean,CountOutputMax,"CountPathMin-divided-by-1,000","CountPathMean-divided-by-1,000,000","CountPathMax-divided-by-1,000,000",MaxNestingMin,MaxNestingMean,MaxNestingMax,Bugs
StatsCache.java,15.0,0.0,2.0,2.0,1.0,1.4090909090909092,12.818181818181818,0.0,4.0,1.0,13.0,7.0,1.0909090909090908,27.454545454545453,0.22,0.0,4.402597402597403,20.0,0.0,9.012987012987011,45.0,0.0,0.0,0.0,0.0,0.6623376623376623,6.0,0.0
StatsCollectionContext.java,3.0,0.0,0.0,1.0,1.0,1.0,6.0,0.0,1.0,0.0,0.0,2.0,1.0,67.0,0.5,1.0,4.333333333333333,7.0,1.0,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
StatsNoJobTask.java,22.0,2.0,1.0,3.0,1.0,2.0,42.0,0.0,2.0,0.0,0.0,11.0,1.5,54.0,0.14,0.0,6.363636363636363,18.0,1.0,11.272727272727272,37.0,0.0,0.0,0.0,0.0,2.1818181818181817,6.0,1.0
StatsOptimizer.java,30.0,1.0,2.0,6.0,5.0,1.2222222222222223,12.0,0.0,12.0,0.0,8.0,90.0,1.7777777777777777,7.0,0.11,1.0,3.75,14.0,1.0,11.8125,97.0,0.0,0.0,0.0,0.0,1.125,7.0,1.0
StatsPublisher.java,0.0,0.0,0.0,0.0,0.0,2.0,9.333333333333334,0.0,1.0,0.0,0.0,0.0,1.0,33.333333333333336,6.5,0.0,2.9,8.0,0.0,4.15,14.0,0.0,0.0,0.0,0.0,0.75,4.0,0.0
StatsRulesProcFactory.java,42.0,5.0,7.0,7.0,3.0,1.8888888888888888,24.77777777777778,0.7777777777777778,9.0,11.0,3.0,40.0,1.7777777777777777,0.0,0.34,1.0,4.675675675675675,12.0,1.0,12.27027027027027,54.0,0.0,0.0,0.0,0.0,2.783783783783784,7.0,1.0
StatsSetupConst.java,18.0,0.0,2.0,4.0,2.0,1.0,5.666666666666667,0.0,4.0,5.0,0.0,10.0,1.6666666666666667,0.0,0.39,0.0,5.636363636363637,16.0,1.0,5.0,13.0,0.0,0.0,0.0,0.0,1.9090909090909087,5.0,0.0
StatsTask.java,22.0,2.0,3.0,4.0,2.0,2.0,51.5,0.0,1.0,0.0,0.0,20.0,2.0,84.5,0.23,0.0,4.685714285714286,15.0,1.0,9.771428571428572,44.0,0.0,0.0,0.0,0.0,1.3142857142857145,4.0,0.0
StatsUtils.java,27.0,2.0,5.0,5.0,2.0,1.0,57.5,0.0,1.0,51.0,0.0,19.0,1.0,0.0,0.26,2.0,6.769230769230769,20.0,1.0,8.846153846153847,50.0,0.0,0.0,0.0,0.0,1.865384615384616,4.0,1.0
StatsWork.java,4.0,0.0,1.0,1.0,1.0,2.0,7.0,0.0,1.0,0.0,0.0,1.0,1.0,75.0,0.56,1.0,3.321428571428572,8.0,1.0,1.1071428571428572,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Status.java,3.0,0.0,0.0,1.0,1.0,1.8428571428571427,9.371428571428572,0.0,2.0,15.0,0.0,3.0,1.4,17.5,0.26,0.0,3.467669172932331,41.0,0.0,3.2706766917293235,28.0,0.0,0.0,0.0,0.0,0.5157894736842106,6.0,0.0
Stmt.java,20.0,0.0,3.0,4.0,2.0,1.0,71.0,0.0,1.0,0.0,11.0,16.0,1.0,76.0,0.18,2.0,6.52542372881356,40.0,1.0,9.084745762711863,30.0,0.0,0.0,0.0,0.0,1.4406779661016949,7.0,0.0
StorageBasedAuthorizationProvider.java,14.0,1.0,3.0,3.0,2.0,1.5,20.0,0.0,2.0,2.0,0.0,11.0,1.5,75.5,0.37,0.0,4.615384615384615,15.0,0.0,4.615384615384615,18.0,0.0,0.0,0.0,0.0,0.9230769230769232,3.0,0.0
StorageDescriptor.java,14.0,1.0,1.0,4.0,2.0,1.6,16.2,0.0333333333333333,6.0,3.0,1.0,38.0,1.7333333333333334,45.766666666666666,0.05,0.0,3.785260482846252,147.0,0.0,3.6416772554002543,57.0,0.0,0.0,85.0,0.0,0.423125794155019,5.0,0.0
StorageFormat.java,10.0,0.0,1.0,3.0,1.0,1.0625,8.625,0.5625,1.0,0.0,0.0,8.0,1.625,11.0625,0.2,0.0,3.018867924528302,12.0,1.0,3.0,17.0,0.0,0.0,0.0,0.0,0.320754716981132,3.0,0.0
StreamName.java,5.0,0.0,0.0,2.0,1.0,1.5,5.5,0.0,2.0,1.0,0.0,5.0,1.0,14.0,0.32,1.0,3.4,11.0,1.0,1.7,4.0,0.0,0.0,0.0,0.0,0.3,1.0,0.0
StreamPrinter.java,15.0,0.0,0.0,3.0,1.0,1.0,9.0,0.0,1.0,0.0,0.0,5.0,1.0,0.0,0.51,4.0,4.0,4.0,7.0,7.0,7.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0
StreamUtils.java,18.0,1.0,8.0,2.0,1.0,1.0,9.0,0.0,1.0,2.0,0.0,2.0,1.0,0.0,1.24,16.0,16.0,16.0,5.0,6.5,8.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
StreamingAssert.java,8.0,0.0,0.0,1.0,1.0,1.0,14.666666666666666,0.0,3.0,0.0,3.0,3.0,1.0,41.66666666666666,0.13,1.0,5.818181818181818,16.0,1.0,4.727272727272728,26.0,0.0,0.0,0.0,0.0,0.3636363636363636,1.0,0.0
StreamingConnection.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.14,20.0,22.0,24.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
StreamingIntegrationTester.java,34.0,3.0,0.0,4.0,2.0,1.0,19.0,0.0,2.0,2.0,2.0,10.0,1.0,50.0,0.07,2.0,7.333333333333333,16.0,2.0,10.333333333333334,23.0,0.0,0.0,0.0,0.0,1.6666666666666667,5.0,0.0
StrictJsonWriter.java,10.0,0.0,3.0,2.0,1.0,1.0,24.0,0.0,1.0,1.0,0.0,3.0,2.0,75.0,0.52,1.0,2.2857142857142856,4.0,1.0,2.4285714285714284,5.0,0.0,0.0,0.0,0.0,0.4285714285714285,1.0,0.0
StringColumnStatistics.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,4.57,11.0,14.333333333333334,16.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
StringColumnStatsAggregator.java,9.0,0.0,0.0,1.0,1.0,2.0,5.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.29,2.0,2.0,2.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
StringColumnStatsData.java,10.0,1.0,1.0,2.0,2.0,2.2,9.8,0.0,6.0,3.0,1.0,14.0,1.4,14.8,0.07,0.0,6.1063829787234045,16.0,1.0,3.276595744680851,16.0,0.0,0.0,0.0,0.0,0.4042553191489361,3.0,0.0
StringExpr.java,21.0,1.0,2.0,5.0,3.0,1.0,36.5,0.0,1.0,13.0,0.0,10.0,1.0,43.5,0.41,0.0,7.666666666666667,25.0,1.0,6.089743589743589,18.0,0.0,0.0,0.0,0.0,0.4615384615384615,4.0,0.0
StringGroupConcatColCol.java,31.0,2.0,4.0,8.0,2.0,1.0,12.0,0.0,1.0,2.0,0.0,84.0,2.0,69.0,0.21,0.0,3.5454545454545454,16.0,1.0,2.1818181818181817,8.0,0.0,0.0,0.0,0.0,0.8181818181818182,5.0,0.0
StringLength.java,12.0,1.0,1.0,3.0,1.0,1.0,12.0,0.0,1.0,1.0,1.0,15.0,2.0,60.0,0.3,0.0,3.076923076923077,16.0,1.0,5.0,17.0,0.0,0.0,0.0,0.0,0.7692307692307693,4.0,0.0
StringObjectInspector.java,0.0,0.0,0.0,0.0,0.0,2.0,3.8,0.6,1.0,0.0,2.0,0.0,3.4,20.8,3.71,0.0,4.148148148148148,45.0,1.0,1.7407407407407407,8.0,0.0,0.0,0.0,0.0,0.2592592592592592,2.0,0.0
StringRedBlackTree.java,6.0,0.0,1.0,1.0,1.0,1.5,7.5,0.0,4.0,0.0,6.0,2.0,1.25,30.75,0.56,0.0,3.433333333333333,7.0,0.0,3.433333333333333,9.0,0.0,0.0,0.0,0.0,0.3333333333333333,2.0,0.0
StringUnaryUDF.java,12.0,1.0,1.0,2.0,1.0,1.0,13.2,3.4,2.0,1.0,2.0,15.0,2.0,59.0,0.28,0.0,2.744186046511628,19.0,0.0,2.3488372093023258,10.0,0.0,0.0,0.0,0.0,0.4883720930232558,4.0,0.0
StripeInformation.java,0.0,0.0,0.0,0.0,0.0,1.75,9.5,0.0,1.0,0.0,6.0,0.0,1.75,45.25,4.89,0.0,2.8247422680412373,27.0,0.0,2.309278350515464,19.0,0.0,0.0,0.0,0.0,0.1030927835051546,2.0,0.0
StripeStatistics.java,8.0,0.0,3.0,2.0,1.0,1.5,13.0,0.0,1.0,0.0,0.0,2.0,1.75,36.25,1.38,0.0,2.55,11.0,1.0,2.9125,15.0,0.0,0.0,0.0,0.0,0.45,3.0,0.0
StructColumnInList.java,16.0,2.0,1.0,3.0,1.0,2.0,20.0,0.0,1.0,0.0,0.0,14.0,3.0,76.0,0.27,0.0,6.181818181818182,27.0,1.0,5.181818181818182,19.0,0.0,0.0,0.0,0.0,1.0909090909090908,5.0,0.0
StructColumnVector.java,9.0,0.0,1.0,2.0,1.0,1.0,4.5,0.0,1.0,0.0,0.0,5.0,1.5,5.0,0.34,2.0,4.6,9.0,1.0,4.1,14.0,0.0,0.0,0.0,1.0,1.3,3.0,0.0
StructField.java,0.0,0.0,0.0,0.0,0.0,2.0,3.6666666666666665,0.0,1.0,0.0,4.0,0.0,1.0,20.33333333333333,4.71,0.0,9.505154639175258,186.0,1.0,2.6391752577319587,19.0,0.0,0.0,0.0,0.0,0.422680412371134,4.0,0.0
StructObject.java,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,6.9523809523809526,1.1428571428571428,1.0,0.0,2.0,0.0,2.380952380952381,42.42857142857143,2.83,0.0,6.440298507462686,167.0,1.0,3.201492537313433,21.0,0.0,0.0,0.0,0.0,0.4850746268656716,3.0,0.0
StructObjectInspector.java,9.0,0.0,0.0,2.0,1.0,1.3333333333333333,6.9523809523809526,1.1428571428571428,1.0,0.0,0.0,3.0,2.380952380952381,42.42857142857143,1.35,0.0,6.534351145038168,167.0,1.0,3.183206106870229,21.0,0.0,0.0,0.0,0.0,0.4809160305343511,3.0,0.0
StructTypeInfo.java,8.0,0.0,1.0,2.0,2.0,2.0,9.0,0.0,1.0,0.0,1.0,6.0,2.0,45.0,0.48,2.0,11.3,33.0,1.0,3.4,8.0,0.0,0.0,0.0,0.0,0.8,2.0,0.0
SubQueryUtils.java,12.0,1.0,0.0,2.0,2.0,1.0,16.5,0.0,3.0,35.0,37.0,12.0,1.0,6.5,0.24,0.0,4.7727272727272725,11.0,1.0,4.204545454545454,16.0,0.0,0.0,0.0,0.0,0.6136363636363636,3.0,1.0
SymbolicInputFormat.java,53.0,4.0,4.0,7.0,1.0,2.0,20.0,1.0,1.0,0.0,0.0,7.0,1.0,0.0,0.33,8.0,8.0,8.0,25.0,25.0,25.0,0.0,0.0,0.0,5.0,5.0,5.0,0.0
SymlinkTextInputFormat.java,16.0,1.0,2.0,2.0,1.0,2.333333333333333,26.33333333333333,0.0,2.0,1.0,0.0,6.0,2.0,19.666666666666668,0.32,0.0,4.5625,8.0,0.0,9.3125,31.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0
SyntheticJoinPredicate.java,18.0,2.0,0.0,3.0,2.0,1.5,15.75,0.0,4.0,1.0,0.0,10.0,1.25,35.0,0.14,1.0,3.333333333333333,8.0,1.0,6.416666666666667,23.0,0.0,0.0,0.0,0.0,0.8333333333333334,3.0,1.0
TCLIService.java,7.0,0.0,0.0,2.0,1.0,1.8503649635036497,9.364963503649635,0.0036496350364963,313.0,116.0,38.0,5.0,1.5693430656934306,8.667883211678832,0.06,0.0,2.2759067357512954,8.0,0.0,2.86139896373057,21.0,0.0,0.0,0.0,0.0,0.6152849740932642,3.0,0.0
TCTLSeparatedProtocol.java,10.0,0.0,1.0,2.0,1.0,1.8,12.4,0.0,3.0,0.0,0.0,10.0,1.6,27.4,0.28,0.0,3.544117647058824,21.0,0.0,4.5588235294117645,32.0,0.0,0.0,0.0,0.0,0.5147058823529411,3.0,0.0
TColumn.java,10.0,0.0,0.0,3.0,2.0,1.8571428571428568,18.0,0.0,2.0,11.0,1.0,18.0,1.5714285714285714,10.571428571428571,0.04,0.0,4.125,25.0,1.0,3.6710526315789473,27.0,0.0,0.0,0.0,0.0,0.625,3.0,0.0
TExecuteStatementReq.java,11.0,0.0,1.0,3.0,2.0,2.2,12.6,0.0,6.0,3.0,1.0,14.0,1.4,15.0,0.06,0.0,3.673469387755102,11.0,1.0,3.836734693877551,22.0,0.0,0.0,0.0,0.0,0.6530612244897959,4.0,0.0
TGetOperationStatusReq.java,7.0,0.0,1.0,2.0,1.0,2.2,9.8,0.0,6.0,3.0,1.0,5.0,1.4,9.2,0.09,0.0,2.4375,7.0,1.0,2.6875,10.0,0.0,0.0,0.0,0.0,0.65625,3.0,0.0
TGetOperationStatusResp.java,11.0,0.0,1.0,3.0,2.0,2.2,11.6,0.0,6.0,3.0,1.0,17.0,1.4,15.6,0.08,0.0,4.057692307692308,13.0,1.0,3.7115384615384617,21.0,0.0,0.0,0.0,0.0,0.5384615384615384,3.0,1.0
THandleIdentifier.java,8.0,0.0,0.0,2.0,1.0,2.2,9.6,0.0,6.0,3.0,1.0,8.0,1.4,11.6,0.08,0.0,3.023809523809524,7.0,1.0,2.9761904761904763,11.0,0.0,0.0,0.0,0.0,0.5238095238095238,3.0,0.0
TOpenSessionReq.java,11.0,0.0,1.0,3.0,2.0,2.2,12.6,0.0,6.0,3.0,1.0,14.0,1.4,14.2,0.08,0.0,3.653061224489796,11.0,1.0,3.673469387755102,21.0,0.0,0.0,0.0,0.0,0.673469387755102,4.0,0.0
TOpenSessionResp.java,11.0,0.0,1.0,3.0,2.0,2.2,14.0,0.0,6.0,3.0,1.0,14.0,1.4,13.8,0.08,0.0,3.755102040816327,11.0,1.0,3.938775510204082,25.0,0.0,0.0,0.0,0.0,0.673469387755102,4.0,0.0
TOperationHandle.java,10.0,0.0,1.0,3.0,2.0,2.2,11.6,0.0,6.0,3.0,1.0,14.0,1.4,14.8,0.09,0.0,5.458333333333333,29.0,1.0,3.8333333333333335,20.0,0.0,0.0,0.0,0.0,0.5208333333333334,3.0,0.0
TOperationState.java,7.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,9.0,0.0,0.0,0.3,2.0,6.0,11.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.0
TProtocolVersion.java,7.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,9.0,0.0,0.0,0.3,12.0,12.5,13.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0
TRow.java,8.0,0.0,0.0,2.0,1.0,2.2,12.1,0.0,6.0,3.0,1.0,6.0,1.4,11.7,0.08,0.0,2.813953488372093,9.0,1.0,3.2790697674418605,20.0,0.0,0.0,0.0,0.0,0.686046511627907,4.0,0.0
TRowSet.java,10.0,0.0,0.0,3.0,1.0,2.2,12.8,0.0,6.0,3.0,1.0,11.0,1.4,14.6,0.06,0.0,3.117647058823529,9.0,1.0,3.5294117647058822,20.0,0.0,0.0,0.0,0.0,0.6470588235294118,4.0,0.0
TSessionHandle.java,7.0,0.0,1.0,2.0,1.0,2.2,9.8,0.0,6.0,3.0,1.0,5.0,1.4,9.2,0.09,0.0,5.181818181818182,31.0,1.0,2.757575757575758,10.0,0.0,0.0,0.0,0.0,0.6363636363636364,3.0,0.0
TSetIpAddressProcessor.java,6.0,0.0,0.0,1.0,1.0,1.0,8.0,0.25,1.0,0.0,0.0,2.0,2.0,0.0,0.61,0.0,2.090909090909091,4.0,1.0,3.0,7.0,0.0,0.0,0.0,0.0,0.5454545454545454,2.0,1.0
TSetIpAddressProcessor.java,6.0,0.0,0.0,2.0,1.0,1.0,8.0,0.25,3.0,2.0,0.0,5.0,2.0,0.0,0.37,0.0,2.090909090909091,4.0,1.0,3.0,7.0,0.0,0.0,0.0,0.0,0.5454545454545454,2.0,1.0
TStatus.java,11.0,0.0,1.0,3.0,2.0,2.2,12.8,0.0,6.0,3.0,1.0,17.0,1.4,15.6,0.08,0.0,6.032786885245901,41.0,1.0,3.918032786885246,22.0,0.0,0.0,0.0,0.0,0.5737704918032787,4.0,0.0
TStringValue.java,7.0,0.0,1.0,2.0,1.0,2.2,9.2,0.0,6.0,3.0,1.0,5.0,1.4,10.4,0.09,0.0,2.84375,14.0,0.0,2.75,9.0,0.0,0.0,0.0,0.0,0.75,3.0,0.0
TSubjectAssumingTransport.java,14.0,0.0,2.0,2.0,1.0,1.5,6.5,0.0,2.0,0.0,0.0,4.0,2.0,0.0,0.62,2.0,2.0,2.0,2.0,3.5,5.0,0.0,0.0,0.0,1.0,1.5,2.0,0.0
Table.java,15.0,1.0,1.0,4.0,2.0,1.644927536231884,13.297101449275363,0.1594202898550724,6.0,3.0,1.0,44.0,1.4855072463768115,30.74275362318841,0.05,0.0,4.352044704089408,188.0,0.0,4.888747777495555,112.0,0.0,0.0,1000.0,0.0,0.5214630429260858,8.0,1.0
Table.java,7.0,0.0,1.0,2.0,1.0,1.644927536231884,13.297101449275363,0.1594202898550724,2.0,6.0,0.0,10.0,1.4855072463768115,30.74275362318841,0.18,0.0,4.352044704089408,188.0,0.0,4.888747777495555,112.0,0.0,0.0,1000.0,0.0,0.5214630429260858,8.0,1.0
TableBasedIndexHandler.java,13.0,1.0,1.0,2.0,2.0,1.0,24.0,2.0,1.0,0.0,0.0,7.0,2.0,71.0,0.23,0.0,4.0,10.0,1.0,5.571428571428571,16.0,0.0,0.0,0.0,0.0,0.8571428571428571,5.0,0.0
TableDesc.java,6.0,0.0,0.0,2.0,2.0,1.5,8.0,0.0,8.0,0.0,0.0,3.0,1.5,62.0,0.26,0.0,3.9456869009584654,79.0,1.0,2.0415335463258786,30.0,0.0,0.0,0.0,0.0,0.1118210862619808,4.0,0.0
TableDesc.java,6.0,0.0,0.0,2.0,1.0,1.5,8.0,0.0,1.0,0.0,0.0,6.0,1.5,62.0,0.21,0.0,3.9456869009584654,79.0,1.0,2.0415335463258786,30.0,0.0,0.0,0.0,0.0,0.1118210862619808,4.0,0.0
TableFunctionEvaluator.java,6.0,0.0,0.0,1.0,1.0,1.0,14.0,3.0,1.0,0.0,0.0,3.0,1.0,88.0,0.6,1.0,3.347826086956522,17.0,0.0,2.869565217391304,13.0,0.0,0.0,0.0,0.0,0.3478260869565217,1.0,1.0
TableIterable.java,16.0,1.0,2.0,2.0,1.0,2.0,8.5,0.0,2.0,0.0,0.0,4.0,1.0,44.0,0.52,0.0,2.0,7.0,1.0,3.2,8.0,0.0,0.0,0.0,0.0,0.6,2.0,0.0
TableLikeDesc.java,3.0,0.0,0.0,1.0,1.0,1.5,3.0,0.0,1.0,0.0,0.0,1.0,2.0,79.0,1.31,1.0,2.333333333333333,4.0,1.0,1.0416666666666667,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TableMeta.java,10.0,0.0,1.0,3.0,2.0,2.2,9.4,0.0,6.0,3.0,1.0,14.0,1.4,14.0,0.07,0.0,4.0,38.0,1.0,4.169491525423729,24.0,0.0,0.0,0.0,0.0,0.6610169491525424,4.0,0.0
TableOutputFormat.java,22.0,2.0,1.0,5.0,1.0,1.6,24.8,0.0,1.0,0.0,3.0,12.0,1.4,45.0,0.3,0.0,6.066666666666666,16.0,1.0,12.466666666666669,52.0,0.0,0.0,0.0,0.0,0.6666666666666666,5.0,0.0
TableScanDesc.java,4.0,0.0,0.0,1.0,1.0,1.0,19.0,0.0,1.0,0.0,0.0,5.0,2.0,95.0,0.18,1.0,4.28,38.0,1.0,1.4,9.0,0.0,0.0,0.0,0.0,0.08,2.0,1.0
TableScanOperator.java,11.0,1.0,1.0,2.0,1.0,2.0,21.0,0.0,1.0,1.0,0.0,12.0,1.5,45.5,0.23,0.0,4.4324324324324325,27.0,1.0,4.837837837837838,25.0,0.0,0.0,0.0,0.0,0.7567567567567568,4.0,1.0
TableSchema.java,4.0,0.0,0.0,1.0,1.0,2.0,11.166666666666666,0.0,1.0,0.0,0.0,2.0,1.3333333333333333,11.166666666666666,0.35,0.0,3.758064516129033,16.0,0.0,4.919354838709677,34.0,0.0,0.0,0.0,0.0,0.6612903225806451,4.0,0.0
TableType.java,4.0,0.0,0.0,1.0,1.0,1.9285714285714288,9.964285714285714,0.0,1.0,2.0,0.0,3.0,1.5,11.428571428571429,0.57,0.0,2.902654867256637,22.0,0.0,2.982300884955752,14.0,0.0,0.0,0.0,0.0,0.5707964601769911,3.0,0.0
TableType.java,0.0,0.0,0.0,0.0,0.0,1.9285714285714288,9.964285714285714,0.0,1.0,0.0,0.0,0.0,1.5,11.428571428571429,5.0,0.0,2.902654867256637,22.0,0.0,2.982300884955752,14.0,0.0,0.0,0.0,0.0,0.5707964601769911,3.0,0.0
Task.java,14.0,0.0,1.0,4.0,2.0,1.5,19.25925925925926,0.2962962962962963,6.0,3.0,1.0,26.0,1.4259259259259258,29.376543209876544,0.06,0.0,4.708815028901734,121.0,0.0,7.114161849710983,112.0,0.0,1.0,1000.0,0.0,0.8504335260115607,7.0,1.0
Task.java,5.0,0.0,1.0,1.0,1.0,1.5,19.25925925925926,0.2962962962962963,2.0,0.0,1.0,5.0,1.4259259259259258,29.376543209876544,0.22,0.0,4.708815028901734,121.0,0.0,7.114161849710983,112.0,0.0,1.0,1000.0,0.0,0.8504335260115607,7.0,1.0
TaskCompiler.java,43.0,5.0,7.0,6.0,1.0,1.0,30.5,1.5,1.0,0.0,0.0,34.0,1.0,34.0,0.3,1.0,4.25,17.0,0.0,11.75,81.0,0.0,0.0,0.0,0.0,0.8333333333333334,6.0,1.0
TaskExecutorService.java,17.0,1.0,1.0,3.0,1.0,1.6,14.3,0.2,7.0,0.0,1.0,16.0,1.4,23.6,0.16,0.0,5.051282051282051,14.0,1.0,6.871794871794871,21.0,0.0,0.0,0.0,0.0,1.0769230769230769,4.0,1.0
TaskExecutorTestHelpers.java,10.0,0.0,0.0,1.0,1.0,1.0,23.5,0.0,2.0,8.0,6.0,4.0,2.0,37.0,0.06,1.0,4.588235294117647,13.0,1.0,5.0588235294117645,32.0,0.0,0.0,0.0,0.0,0.5294117647058824,3.0,0.0
TaskFactory.java,8.0,1.0,0.0,2.0,1.0,1.2857142857142858,21.714285714285715,0.1428571428571428,3.0,6.0,0.0,4.0,1.1428571428571428,38.285714285714285,0.19,0.0,6.17910447761194,121.0,1.0,7.701492537313433,26.0,0.0,0.0,0.0,0.0,0.6567164179104478,3.0,0.0
TaskHandle.java,4.0,0.0,1.0,1.0,1.0,1.3333333333333333,4.666666666666667,0.3333333333333333,1.0,0.0,0.0,1.0,1.3333333333333333,13.333333333333334,3.75,0.0,2.125,7.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TaskLogProcessor.java,21.0,2.0,4.0,4.0,2.0,1.0,19.666666666666668,0.0,2.0,0.0,5.0,13.0,1.0,65.33333333333333,0.39,1.0,3.588235294117647,9.0,1.0,8.705882352941176,23.0,0.0,0.0,0.0,0.0,0.8823529411764706,5.0,0.0
TaskResult.java,4.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,67.0,0.8,2.0,2.4285714285714284,4.0,1.0,1.2857142857142858,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TaskRunner.java,6.0,0.0,1.0,1.0,1.0,1.3333333333333333,15.833333333333334,0.3333333333333333,2.0,1.0,0.0,3.0,1.1666666666666667,27.166666666666668,0.33,1.0,6.032258064516129,28.0,1.0,6.354838709677419,52.0,0.0,0.0,0.0,0.0,0.5806451612903226,4.0,0.0
TaskRunnerCallable.java,15.0,1.0,1.0,2.0,1.0,1.5,19.5,0.5,4.0,1.0,1.0,7.0,1.25,21.75,0.11,1.0,7.045454545454546,28.0,1.0,7.863636363636363,52.0,0.0,0.0,0.0,0.0,0.6363636363636364,4.0,1.0
TaskType.java,5.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0,0.46,1.0,3.555555555555556,7.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2222222222222222,1.0,0.0
TempletonUtils.java,14.0,1.0,2.0,3.0,2.0,1.3333333333333333,24.0,0.0,2.0,25.0,0.0,9.0,1.0,24.33333333333333,0.32,0.0,4.439024390243903,34.0,0.0,5.121951219512195,14.0,0.0,0.0,0.0,0.0,1.0731707317073171,4.0,0.0
TemporaryHashSinkOperator.java,7.0,1.0,1.0,2.0,1.0,1.0,6.0,0.0,1.0,0.0,0.0,2.0,4.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
TerminalOperator.java,4.0,0.0,1.0,1.0,1.0,2.0,1.0,5.0,1.0,0.0,0.0,1.0,2.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Test.java,4.0,0.0,0.0,1.0,1.0,1.2061328790459966,15.180579216354344,0.0868824531516184,1.0,0.0,18.0,5.0,1.383304940374787,22.06558773424191,0.23,0.0,3.542944785276074,80.0,0.0,7.7863915225878415,106.0,0.0,0.0,133.0,0.0,0.4286112660345789,6.0,0.0
TestAcidUtils.java,24.0,0.0,1.0,1.0,1.0,1.0,17.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.08,0.0,0.0769230769230769,1.0,8.0,13.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TestAddResource.java,32.0,5.0,2.0,2.0,1.0,1.0,24.0,0.0,1.0,1.0,0.0,3.0,1.0,44.0,0.15,1.0,3.111111111111111,7.0,3.0,12.0,23.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
TestAvroDeserializer.java,29.0,5.0,2.0,1.0,1.0,1.0,19.5,0.0,2.0,0.0,0.0,3.0,1.0,20.0,0.1,1.0,3.2,7.0,2.0,13.85,24.0,0.0,0.0,0.0,0.0,0.15,1.0,0.0
TestAvroSerde.java,8.0,1.0,1.0,1.0,1.0,1.0,14.5,0.0,1.0,0.0,0.0,2.0,1.0,41.0,0.27,0.0,2.25,7.0,1.0,4.25,11.0,0.0,0.0,0.0,0.0,0.25,2.0,0.0
TestAvroSerdeUtils.java,13.0,1.0,1.0,1.0,1.0,1.0,17.0,0.0,1.0,0.0,0.0,4.0,1.0,82.0,0.16,0.0,2.363636363636364,7.0,1.0,4.545454545454546,11.0,0.0,0.0,0.0,0.0,0.3636363636363636,2.0,0.0
TestAvroSerializer.java,12.0,1.0,0.0,1.0,1.0,1.0,13.333333333333334,0.0,4.0,0.0,0.0,2.0,1.0,22.33333333333333,0.06,0.0,1.3611111111111112,25.0,1.0,6.055555555555555,17.0,0.0,0.0,0.0,0.0,0.0555555555555555,1.0,0.0
